Number of tokens,Most frequent tokens,"Most frequent tokens, no punctuation","Most frequent tokens, no stopwords",Most frequent bigrams,"Most frequent bigrams, no punctuation","Most frequent bigrams, no stopwords",Number of sents,Most frequent PoS,Sentence Word Ratio,Type Token Ratio,Target
3265,"[('the', 318), (',', 207), ('of', 172), ('and', 88), ('to', 81), ('.', 76), ('in', 66), ('be', 54), ('a', 43), ('or', 37), ('have', 33), (';', 32), ('states', 30), ('which', 30), ('on', 29), ('would', 29), ('is', 28), ('by', 28), ('as', 28), ('that', 28)]","[('the', 318), ('of', 172), ('and', 88), ('to', 81), ('in', 66), ('be', 54), ('a', 43), ('or', 37), ('have', 33), ('states', 30), ('which', 30), ('on', 29), ('would', 29), ('is', 28), ('by', 28), ('as', 28), ('that', 28), ('this', 25), ('powers', 23), ('state', 22)]","[('states', 30), ('powers', 23), ('state', 22), ('power', 21), ('constitution', 19), ('shall', 15), ('necessary', 15), ('general', 12), ('authority', 11), ('government', 11), ('federal', 10), ('new', 9), ('congress', 9), ('laws', 9), ('constitutions', 9), ('confederation', 8), ('united', 8), ('proper', 8), ('enumeration', 8), ('people', 6)]","[('of the', 75), ('to the', 32), (', and', 28), ('in the', 19), ('on the', 17), ('. the', 17), ('by the', 14), ('the states', 14), ('would have', 13), ('the state', 12), (', the', 12), (', in', 12), (', or', 11), (', that', 11), ('shall be', 11), ('have been', 11), ('; and', 10), (', as', 10), ('states ,', 10), ('the same', 10)]","[('of the', 75), ('to the', 32), ('in the', 19), ('on the', 17), ('by the', 14), ('the states', 14), ('would have', 13), ('the state', 12), ('shall be', 11), ('have been', 11), ('the same', 10), ('from the', 9), ('the federal', 9), ('the general', 9), ('would be', 9), ('and the', 9), ('the constitution', 9), ('the united', 8), ('united states', 8), ('that the', 8)]","[('united states', 8), ('necessary proper', 8), ('state constitutions', 5), ('state legislatures', 5), ('state shall', 4), ('gold silver', 4), ('imports exports', 4), ('general power', 4), ('letters marque', 3), ('articles confederation', 3), ('proper carrying', 3), ('particular powers', 3), ('states shall', 3), ('place constitutions', 3), ('proposed constitution', 3), ('restrictions authority', 2), ('authority states', 2), ('new york', 2), ('bills credit', 2), ('thing gold', 2)]",95,"[('NOUN', 658), ('ADP', 449), ('DET', 446), ('PUNCT', 335), ('VERB', 275), ('SPACE', 264), ('AUX', 263), ('ADJ', 257), ('PRON', 156), ('CCONJ', 132), ('ADV', 106), ('SCONJ', 65), ('PROPN', 53), ('PART', 47), ('NUM', 13), ('X', 10)]",0.02909647779479326,0.245635528330781,Madison
2400,"[('the', 283), (',', 168), ('of', 144), ('to', 67), ('and', 63), ('.', 55), ('be', 52), ('in', 40), ('will', 32), ('that', 30), ('is', 23), ('as', 23), ('states', 22), ('government', 20), ('a', 20), (';', 20), ('state', 19), ('it', 19), ('people', 18), ('federal', 17)]","[('the', 283), ('of', 144), ('to', 67), ('and', 63), ('be', 52), ('in', 40), ('will', 32), ('that', 30), ('is', 23), ('as', 23), ('states', 22), ('government', 20), ('a', 20), ('state', 19), ('it', 19), ('people', 18), ('federal', 17), ('have', 17), ('which', 17), ('governments', 15)]","[('states', 22), ('government', 20), ('state', 19), ('people', 18), ('federal', 17), ('governments', 15), ('powers', 12), ('union', 11), ('power', 9), ('officers', 9), ('influence', 8), ('essential', 7), ('peace', 6), ('members', 6), ('new', 5), ('authority', 5), ('particular', 5), ('happiness', 5), ('far', 5), ('danger', 4)]","[('of the', 68), ('to the', 31), (', and', 26), (', the', 21), ('the state', 18), ('in the', 18), ('. the', 17), ('the federal', 16), ('the people', 15), ('will be', 15), ('that the', 15), ('state governments', 12), ('federal government', 12), ('the union', 11), ('the states', 9), ('the latter', 9), ('to be', 8), (', that', 8), ('people ,', 8), (', as', 7)]","[('of the', 68), ('to the', 31), ('the state', 18), ('in the', 18), ('the federal', 16), ('the people', 15), ('will be', 15), ('that the', 15), ('state governments', 12), ('federal government', 12), ('the union', 11), ('the states', 9), ('the latter', 9), ('to be', 8), ('the former', 7), ('by the', 7), ('on the', 7), ('from the', 6), ('the powers', 6), ('for the', 6)]","[('state governments', 12), ('federal government', 12), ('particular states', 3), ('people america', 3), ('happiness people', 3), ('local sovereigns', 3), ('state legislatures', 3), ('powers union', 2), ('plan convention', 2), ('degree power', 2), ('governments particular', 2), ('essential security', 2), ('individual states', 2), ('public happiness', 2), ('proposed constitution', 2), ('component parts', 2), ('advantage federal', 2), ('personal influence', 2), ('united states', 2), ('influence members', 2)]",74,"[('NOUN', 462), ('DET', 331), ('ADP', 329), ('PUNCT', 248), ('ADJ', 226), ('SPACE', 194), ('AUX', 182), ('VERB', 174), ('PRON', 124), ('ADV', 96), ('CCONJ', 75), ('SCONJ', 55), ('PROPN', 44), ('PART', 41), ('NUM', 13)]",0.030833333333333334,0.26916666666666667,Madison
2927,"[('the', 306), (',', 178), ('of', 163), ('to', 86), ('and', 74), ('.', 74), ('be', 72), ('in', 46), ('a', 42), ('will', 40), ('that', 39), ('state', 32), ('on', 32), ('it', 32), ('their', 29), ('would', 29), ('governments', 28), ('people', 28), ('federal', 27), ('which', 23)]","[('the', 306), ('of', 163), ('to', 86), ('and', 74), ('be', 72), ('in', 46), ('a', 42), ('will', 40), ('that', 39), ('state', 32), ('on', 32), ('it', 32), ('their', 29), ('would', 29), ('governments', 28), ('people', 28), ('federal', 27), ('which', 23), ('government', 22), ('as', 21)]","[('state', 32), ('governments', 28), ('people', 28), ('federal', 27), ('government', 22), ('states', 16), ('members', 11), ('case', 8), ('particular', 7), ('different', 6), ('common', 6), ('national', 6), ('advantage', 5), ('great', 5), ('able', 5), ('number', 5), ('local', 5), ('spirit', 5), ('officers', 5), ('supposition', 5)]","[('of the', 67), ('the people', 27), ('the state', 24), ('the federal', 24), ('to the', 22), ('on the', 22), ('that the', 20), ('federal government', 16), ('state governments', 16), ('. the', 16), ('will be', 16), (', and', 15), (', the', 15), ('would be', 14), ('in the', 13), ('of their', 12), ('governments ,', 12), (', that', 12), ('the members', 11), ('with the', 10)]","[('of the', 67), ('the people', 27), ('the state', 24), ('the federal', 24), ('to the', 22), ('on the', 22), ('that the', 20), ('federal government', 16), ('state governments', 16), ('will be', 16), ('would be', 14), ('in the', 13), ('of their', 12), ('the members', 11), ('with the', 10), ('of a', 9), ('to be', 8), ('members of', 7), ('and the', 7), ('it will', 6)]","[('federal government', 16), ('state governments', 16), ('governments people', 4), ('federal state', 3), ('members state', 3), ('particular states', 3), ('state legislatures', 3), ('individual states', 3), ('new york', 2), ('united states', 2), ('people depend', 2), ('common constituents', 2), ('attachment people', 2), ('respective states', 2), ('greater number', 2), ('governments federal', 2), ('members federal', 2), ('government generally', 2), ('particular state', 2), ('prejudices interests', 2)]",92,"[('NOUN', 553), ('ADP', 385), ('DET', 384), ('PUNCT', 283), ('ADJ', 254), ('AUX', 243), ('SPACE', 235), ('VERB', 235), ('PRON', 181), ('ADV', 129), ('CCONJ', 101), ('SCONJ', 69), ('PART', 67), ('PROPN', 24), ('NUM', 18), ('X', 1)]",0.03143149982917663,0.27126750939528527,Madison
3140,"[('the', 331), (',', 221), ('of', 189), ('.', 89), ('and', 87), ('to', 65), ('in', 62), ('executive', 60), ('legislative', 45), ('is', 43), ('by', 42), ('department', 40), ('that', 36), ('be', 35), ('a', 35), (';', 28), ('are', 26), ('this', 24), ('judiciary', 24), ('constitution', 23)]","[('the', 331), ('of', 189), ('and', 87), ('to', 65), ('in', 62), ('executive', 60), ('legislative', 45), ('is', 43), ('by', 42), ('department', 40), ('that', 36), ('be', 35), ('a', 35), ('are', 26), ('this', 24), ('judiciary', 24), ('constitution', 23), ('it', 22), ('which', 22), ('as', 20)]","[('executive', 60), ('legislative', 45), ('department', 40), ('judiciary', 24), ('constitution', 23), ('powers', 18), ('power', 17), ('members', 17), ('departments', 15), ('legislature', 13), ('government', 10), ('separate', 10), ('distinct', 9), ('magistrate', 9), ('appointed', 9), ('supreme', 9), ('exercise', 9), ('officers', 9), ('maxim', 8), ('liberty', 8)]","[('of the', 75), ('the legislative', 36), ('the executive', 32), (', and', 31), ('. the', 30), ('by the', 27), ('in the', 21), ('to the', 19), ('that the', 16), ('members of', 16), ('legislative department', 15), ('the same', 14), (', the', 14), ('department .', 14), (', or', 13), ('the members', 13), ('the constitution', 12), ('to be', 12), ('and the', 11), ('and judiciary', 11)]","[('of the', 75), ('the legislative', 36), ('the executive', 32), ('by the', 27), ('in the', 21), ('to the', 19), ('that the', 16), ('members of', 16), ('legislative department', 15), ('executive and', 14), ('the same', 14), ('the members', 13), ('the constitution', 12), ('to be', 12), ('and the', 11), ('and judiciary', 11), ('department the', 11), ('the legislature', 11), ('the judiciary', 10), ('executive department', 10)]","[('legislative department', 15), ('legislative executive', 13), ('executive judiciary', 11), ('executive department', 10), ('separate distinct', 9), ('judiciary department', 9), ('members judiciary', 8), ('judiciary departments', 7), ('executive magistrate', 7), ('justices peace', 6), ('executive council', 5), ('department appointed', 4), ('executive powers', 4), ('executive prerogative', 4), ('officers executive', 4), ('department constitution', 4), ('judicial powers', 4), ('legislative branches', 4), ('appointed legislative', 4), ('departments power', 3)]",119,"[('NOUN', 557), ('DET', 434), ('ADP', 421), ('PUNCT', 362), ('ADJ', 307), ('SPACE', 258), ('VERB', 234), ('AUX', 203), ('PRON', 169), ('CCONJ', 117), ('PROPN', 98), ('ADV', 92), ('SCONJ', 69), ('PART', 49), ('NUM', 28)]",0.03789808917197452,0.20923566878980893,Madison
2148,"[('the', 170), (',', 159), ('of', 100), ('.', 59), ('to', 55), ('and', 51), ('in', 46), ('a', 35), ('be', 32), ('is', 29), ('which', 28), ('by', 28), ('that', 27), ('it', 24), ('legislative', 20), ('as', 19), ('executive', 19), ('on', 16), ('for', 16), (';', 16)]","[('the', 170), ('of', 100), ('to', 55), ('and', 51), ('in', 45), ('a', 35), ('be', 32), ('is', 29), ('which', 28), ('by', 28), ('that', 27), ('it', 24), ('legislative', 20), ('as', 19), ('executive', 19), ('on', 16), ('for', 16), ('not', 14), ('powers', 14), ('their', 14)]","[('legislative', 20), ('executive', 19), ('powers', 14), ('departments', 13), ('government', 13), ('constitution', 10), ('department', 10), ('judiciary', 9), ('ought', 8), ('power', 8), ('people', 7), ('constitutional', 6), ('hands', 6), ('state', 5), ('council', 5), ('influence', 4), ('nature', 4), ('limits', 4), ('great', 4), ('experience', 4)]","[('of the', 28), (', and', 20), ('in the', 15), ('the legislative', 14), (', the', 13), (', that', 13), ('. the', 10), ('to the', 9), ('that the', 9), ('to be', 9), ('the constitution', 9), ('by the', 9), ('the other', 8), (', which', 8), ('the executive', 8), (', or', 7), ('the same', 7), ('from the', 6), ('the people', 6), (', in', 6)]","[('of the', 28), ('in the', 15), ('the legislative', 14), ('to the', 10), ('that the', 9), ('to be', 9), ('the constitution', 9), ('by the', 9), ('the other', 8), ('the executive', 8), ('the same', 7), ('from the', 6), ('the people', 6), ('ought to', 6), ('on the', 6), ('had been', 6), ('these departments', 5), ('it is', 5), ('the powers', 5), ('of them', 5)]","[('legislative executive', 6), ('executive judiciary', 5), ('legislative department', 4), ('executive department', 4), ('powers government', 3), ('departments far', 2), ('constitutional control', 2), ('new york', 2), ('judiciary departments', 2), ('departments ought', 2), ('government legislative', 2), ('constitutional powers', 2), ('greater facility', 2), ('subject necessary', 2), ('48 departments', 1), ('far separated', 1), ('separated constitutional', 1), ('control new', 1), ('york packet', 1), ('packet friday', 1)]",74,"[('NOUN', 371), ('ADP', 295), ('DET', 259), ('PUNCT', 246), ('ADJ', 180), ('SPACE', 178), ('VERB', 178), ('AUX', 163), ('PRON', 155), ('ADV', 80), ('CCONJ', 75), ('SCONJ', 48), ('PART', 43), ('PROPN', 35), ('NUM', 20)]",0.03445065176908752,0.2909683426443203,Madison
1877,"[('the', 181), (',', 117), ('of', 104), ('to', 59), ('.', 59), ('be', 47), ('and', 42), ('a', 34), ('in', 34), ('it', 26), ('would', 22), ('that', 21), ('which', 20), ('people', 18), ('is', 18), ('by', 16), ('on', 16), ('as', 15), ('are', 15), ('their', 14)]","[('the', 181), ('of', 104), ('to', 59), ('be', 47), ('and', 42), ('a', 34), ('in', 34), ('it', 26), ('would', 22), ('that', 21), ('which', 20), ('people', 18), ('is', 18), ('by', 16), ('on', 16), ('as', 15), ('are', 15), ('their', 14), ('government', 13), ('not', 13)]","[('people', 18), ('government', 13), ('departments', 11), ('convention', 6), ('ought', 6), ('public', 6), ('power', 5), ('opinion', 5), ('constitutional', 5), ('great', 5), ('legislative', 5), ('appeals', 5), ('party', 5), ('department', 4), ('constitution', 4), ('expected', 4), ('number', 4), ('true', 4), ('decision', 4), ('provision', 4)]","[('of the', 39), ('to be', 19), ('the people', 18), ('to the', 17), ('. the', 17), (', and', 16), ('in the', 13), ('by the', 9), ('against the', 8), (', or', 8), ('on the', 7), ('of a', 7), (', that', 7), (', it', 7), ('. but', 7), ('that the', 6), ('the government', 6), ('would be', 6), ('ought to', 5), ('it is', 5)]","[('of the', 40), ('to be', 19), ('the people', 18), ('to the', 17), ('in the', 13), ('by the', 9), ('against the', 8), ('on the', 7), ('of a', 7), ('that the', 6), ('the government', 6), ('would be', 6), ('ought to', 5), ('it is', 5), ('the legislative', 5), ('the other', 5), ('the public', 5), ('of government', 4), ('a convention', 4), ('for the', 4)]","[('executive judiciary', 3), ('judiciary departments', 3), ('departments power', 2), ('branches government', 2), ('power constitutional', 2), ('appeal people', 2), ('nation philosophers', 2), ('appeals people', 2), ('legislative party', 2), ('reason public', 2), ('49 method', 1), ('method guarding', 1), ('guarding encroachments', 1), ('encroachments department', 1), ('department government', 1), ('government appealing', 1), ('appealing people', 1), ('people convention', 1), ('convention independent', 1), ('independent journal', 1)]",72,"[('NOUN', 346), ('ADP', 258), ('DET', 241), ('PUNCT', 189), ('ADJ', 162), ('SPACE', 154), ('VERB', 150), ('AUX', 150), ('PRON', 130), ('ADV', 76), ('CCONJ', 63), ('PART', 49), ('SCONJ', 35), ('PROPN', 15), ('NUM', 13)]",0.038359083644112946,0.31326584976025573,Madison
1283,"[('the', 103), (',', 101), ('of', 60), ('.', 41), ('and', 33), ('be', 31), ('to', 29), ('in', 28), ('it', 16), ('a', 14), ('their', 13), ('been', 13), ('that', 12), ('have', 12), ('by', 11), ('as', 11), ('on', 11), ('would', 11), ('not', 11), ('from', 9)]","[('the', 103), ('of', 60), ('and', 33), ('be', 31), ('to', 29), ('in', 28), ('it', 16), ('a', 14), ('their', 13), ('been', 13), ('that', 12), ('have', 12), ('by', 11), ('as', 11), ('on', 11), ('would', 11), ('not', 11), ('from', 9), ('which', 9), ('at', 9)]","[('constitution', 7), ('members', 7), ('council', 7), ('state', 6), ('legislative', 6), ('appeals', 5), ('people', 5), ('measures', 5), ('parties', 5), ('executive', 4), ('active', 4), ('period', 4), ('departments', 3), ('periods', 3), ('recent', 3), ('circumstances', 3), ('place', 3), ('case', 3), ('experiment', 3), ('appears', 3)]","[('of the', 23), (', and', 12), ('in the', 11), ('to be', 11), ('the same', 9), (', the', 8), ('to the', 7), ('the constitution', 7), (', that', 6), ('will be', 6), ('the council', 6), ('the people', 5), ('. it', 5), ('have been', 5), ('had been', 5), ('the state', 4), ('. in', 4), ('of them', 4), ('would be', 4), ('of their', 4)]","[('of the', 23), ('in the', 11), ('to be', 11), ('the same', 9), ('to the', 7), ('the constitution', 7), ('will be', 6), ('the council', 6), ('the people', 5), ('have been', 5), ('had been', 5), ('the state', 4), ('of them', 4), ('would be', 4), ('of their', 4), ('at the', 4), ('the legislative', 4), ('members of', 4), ('within the', 4), ('appeals to', 3)]","[('appeals people', 3), ('legislative executive', 3), ('periodical appeals', 2), ('new york', 2), ('legislative assembly', 2), ('executive departments', 2), ('council active', 2), ('active leading', 2), ('members legislative', 2), ('given period', 2), ('50 periodical', 1), ('people considered', 1), ('considered new', 1), ('york packet', 1), ('packet tuesday', 1), ('tuesday february', 1), ('february 5', 1), ('5 1788', 1), ('1788 people', 1), ('people state', 1)]",55,"[('NOUN', 222), ('ADP', 172), ('PUNCT', 151), ('DET', 141), ('VERB', 116), ('SPACE', 109), ('ADJ', 109), ('AUX', 109), ('PRON', 79), ('ADV', 46), ('CCONJ', 45), ('PART', 30), ('SCONJ', 29), ('NUM', 18), ('PROPN', 16)]",0.042868277474668745,0.34294621979734996,Madison
2162,"[('the', 207), (',', 125), ('of', 114), ('be', 63), ('.', 61), ('to', 50), ('in', 50), ('a', 46), ('and', 41), ('it', 32), ('as', 28), ('that', 25), ('government', 24), ('by', 23), ('will', 23), ('on', 21), ('is', 20), ('may', 17), ('for', 14), ('which', 14)]","[('the', 207), ('of', 114), ('be', 63), ('to', 50), ('in', 50), ('a', 46), ('and', 41), ('it', 32), ('as', 28), ('government', 23), ('that', 23), ('by', 23), ('will', 23), ('on', 21), ('is', 20), ('may', 17), ('for', 14), ('which', 14), ('this', 13), ('society', 13)]","[('government', 23), ('society', 13), ('rights', 11), ('department', 10), ('different', 8), ('people', 8), ('security', 8), ('state', 7), ('power', 7), ('interests', 7), ('independent', 6), ('necessary', 6), ('authority', 6), ('departments', 5), ('place', 5), ('little', 5), ('great', 5), ('control', 5), ('weaker', 5), ('federal', 5)]","[('of the', 46), ('in the', 19), (', the', 17), (', and', 12), ('on the', 12), ('will be', 11), (', by', 10), ('the society', 10), ('. in', 9), ('. it', 9), ('the government', 8), ('to the', 8), ('the people', 7), ('must be', 7), ('in a', 7), ('it is', 7), ('should be', 7), ('. the', 7), ('rights of', 7), ('may be', 7)]","[('of the', 46), ('in the', 19), ('on the', 12), ('will be', 11), ('the society', 10), ('the government', 8), ('to the', 8), ('the people', 7), ('must be', 7), ('in a', 7), ('it is', 7), ('should be', 7), ('rights of', 7), ('may be', 7), ('for the', 6), ('would be', 6), ('the several', 5), ('to be', 5), ('by the', 5), ('that the', 5)]","[('structure government', 3), ('executive magistrate', 2), ('constitutional rights', 2), ('human nature', 2), ('government necessary', 2), ('republican government', 2), ('legislative authority', 2), ('absolute negative', 2), ('federal system', 2), ('power surrendered', 2), ('surrendered people', 2), ('distinct separate', 2), ('separate departments', 2), ('guard society', 2), ('classes citizens', 2), ('independent society', 2), ('republic united', 2), ('united states', 2), ('combinations majority', 2), ('government security', 2)]",75,"[('NOUN', 403), ('ADP', 302), ('DET', 299), ('ADJ', 223), ('PUNCT', 212), ('AUX', 180), ('SPACE', 177), ('VERB', 154), ('PRON', 114), ('ADV', 92), ('CCONJ', 59), ('SCONJ', 45), ('PART', 41), ('PROPN', 28), ('NUM', 10)]",0.03469010175763182,0.27705827937095284,Madison
2088,"[('the', 188), (',', 137), ('of', 102), ('to', 72), ('.', 60), ('be', 46), ('and', 37), ('a', 35), ('in', 33), ('it', 32), ('that', 30), ('by', 22), ('which', 21), ('on', 19), ('is', 19), ('have', 19), ('as', 16), ('been', 16), ('this', 15), ('not', 14)]","[('the', 188), ('of', 102), ('to', 72), ('be', 46), ('and', 37), ('a', 35), ('in', 33), ('it', 32), ('that', 30), ('by', 22), ('which', 21), ('on', 19), ('is', 19), ('have', 19), ('as', 16), ('been', 16), ('this', 15), ('not', 14), ('from', 13), ('people', 13)]","[('people', 13), ('elections', 13), ('representatives', 11), ('government', 10), ('state', 9), ('states', 9), ('years', 9), ('federal', 8), ('branch', 7), ('new', 6), ('particular', 6), ('house', 5), ('ought', 5), ('time', 5), ('biennial', 5), ('liberty', 5), ('dependence', 5), ('view', 4), ('elected', 4), ('convention', 4)]","[('of the', 41), ('. the', 19), ('to the', 14), ('in the', 14), ('to be', 14), ('by the', 14), (', and', 14), (', the', 13), ('the people', 12), ('have been', 10), ('on the', 9), ('the state', 8), ('the federal', 8), ('that the', 8), ('for the', 7), ('it is', 7), (', it', 7), ('; and', 6), ('must be', 6), ('will be', 6)]","[('of the', 41), ('to the', 14), ('in the', 14), ('to be', 14), ('by the', 14), ('the people', 12), ('have been', 10), ('on the', 9), ('the state', 8), ('the federal', 8), ('that the', 8), ('for the', 7), ('it is', 7), ('must be', 6), ('will be', 6), ('the house', 5), ('house of', 5), ('the government', 5), ('of this', 5), ('the same', 5)]","[('biennial elections', 5), ('house representatives', 4), ('united states', 4), ('seven years', 4), ('federal government', 3), ('new york', 2), ('view taken', 2), ('improper reason', 2), ('state governments', 2), ('state constitutions', 2), ('frequent elections', 2), ('great britain', 2), ('charles ii', 2), ('representatives constituents', 2), ('degree liberty', 2), ('septennial elections', 2), ('representatives people', 2), ('elections frequent', 2), ('federal legislature', 2), ('legislative bodies', 2)]",76,"[('NOUN', 355), ('ADP', 283), ('DET', 261), ('PUNCT', 216), ('AUX', 195), ('ADJ', 178), ('SPACE', 168), ('VERB', 149), ('PRON', 127), ('ADV', 95), ('PROPN', 53), ('PART', 52), ('CCONJ', 50), ('SCONJ', 50), ('NUM', 23), ('X', 1)]",0.03639846743295019,0.2792145593869732,Madison
2453,"[('the', 197), (',', 161), ('of', 129), ('to', 73), ('and', 62), ('.', 61), ('be', 51), ('a', 48), ('in', 45), ('by', 31), ('is', 28), ('will', 25), ('that', 24), ('which', 23), ('for', 22), ('as', 22), ('not', 20), ('are', 19), ('it', 18), (';', 17)]","[('the', 197), ('of', 129), ('to', 73), ('and', 62), ('be', 51), ('a', 48), ('in', 45), ('by', 31), ('is', 28), ('will', 25), ('that', 24), ('which', 23), ('for', 22), ('as', 21), ('not', 20), ('are', 19), ('it', 18), ('states', 16), ('this', 15), ('government', 15)]","[('states', 16), ('government', 15), ('elections', 14), ('knowledge', 13), ('federal', 9), ('affairs', 9), ('state', 8), ('representatives', 7), ('people', 7), ('period', 7), ('different', 7), ('legislation', 7), ('legislative', 7), ('year', 7), ('laws', 7), ('members', 7), ('subject', 6), ('annual', 6), ('established', 6), ('constitution', 6)]","[('of the', 38), ('to the', 21), (', and', 20), ('by the', 16), (', as', 14), ('. the', 14), ('in the', 12), ('; and', 9), ('the government', 9), ('will be', 9), (', that', 8), (', the', 8), ('to be', 8), ('for the', 7), ('of a', 7), ('it is', 7), ('and the', 7), ('the people', 6), ('between the', 6), ('the period', 6)]","[('of the', 38), ('to the', 21), ('by the', 16), ('in the', 12), ('the government', 9), ('will be', 9), ('to be', 8), ('for the', 7), ('of a', 7), ('it is', 7), ('and the', 7), ('the people', 6), ('between the', 6), ('the period', 6), ('from the', 6), ('period of', 6), ('knowledge of', 6), ('they are', 5), ('may be', 5), ('the states', 5)]","[('different states', 4), ('house representatives', 3), ('south carolina', 3), ('federal government', 3), ('united states', 3), ('biennial elections', 3), ('knowledge requisite', 3), ('federal legislation', 3), ('annual elections', 2), ('instances actually', 2), ('connecticut rhode', 2), ('rhode island', 2), ('states distinguished', 2), ('simple familiar', 2), ('familiar portion', 2), ('portion time', 2), ('period service', 2), ('greater proportion', 2), ('single state', 2), ('public affairs', 2)]",80,"[('NOUN', 456), ('ADP', 342), ('DET', 310), ('PUNCT', 258), ('ADJ', 233), ('AUX', 198), ('SPACE', 196), ('VERB', 178), ('PRON', 128), ('ADV', 106), ('CCONJ', 87), ('SCONJ', 52), ('PART', 51), ('PROPN', 40), ('NUM', 14)]",0.03261312678353037,0.26620464737056665,Madison
2265,"[('the', 207), (',', 147), ('of', 118), ('in', 65), ('to', 61), ('.', 60), ('be', 40), ('and', 38), ('as', 36), ('is', 35), ('a', 35), ('that', 28), ('it', 27), ('by', 26), ('states', 25), ('which', 25), ('this', 21), ('on', 19), ('not', 18), ('property', 17)]","[('the', 205), ('of', 118), ('in', 65), ('to', 61), ('be', 40), ('and', 38), ('as', 36), ('is', 35), ('a', 35), ('that', 28), ('it', 27), ('by', 26), ('states', 25), ('which', 25), ('this', 21), ('on', 19), ('not', 18), ('property', 17), ('state', 16), ('have', 16)]","[('states', 25), ('property', 17), ('state', 16), ('representation', 14), ('slaves', 11), ('inhabitants', 11), ('rule', 10), ('federal', 10), ('constitution', 10), ('ought', 8), ('case', 8), ('persons', 8), ('representatives', 7), ('number', 6), ('principle', 6), ('rights', 6), ('taxation', 6), ('considered', 6), ('laws', 6), ('people', 5)]","[('of the', 34), ('in the', 22), ('to be', 21), ('to the', 15), (', and', 15), (', that', 14), ('on the', 13), ('the states', 12), ('it is', 12), ('. in', 10), (', the', 10), ('by the', 9), ('of representation', 9), ('the federal', 9), ('that the', 8), ('property ,', 8), ('of property', 8), ('the same', 7), ('. the', 7), (', as', 7)]","[('of the', 34), ('in the', 22), ('to be', 21), ('to the', 15), ('on the', 13), ('the states', 12), ('it is', 12), ('by the', 9), ('of representation', 9), ('the federal', 9), ('that the', 8), ('of property', 8), ('the same', 7), ('and in', 6), ('with the', 6), ('as the', 6), ('from the', 5), ('the rule', 5), ('in this', 5), ('as a', 5)]","[('people state', 4), ('new york', 3), ('slaves considered', 3), ('case slaves', 3), ('federal constitution', 3), ('share representation', 3), ('southern states', 3), ('federal legislature', 3), ('members states', 2), ('state new', 2), ('states determined', 2), ('state ought', 2), ('personal rights', 2), ('measure representation', 2), ('representation slaves', 2), ('property persons', 2), ('persons property', 2), ('scale representation', 2), ('representation convention', 2), ('representatives states', 2)]",80,"[('NOUN', 445), ('ADP', 342), ('DET', 298), ('PUNCT', 241), ('VERB', 184), ('SPACE', 180), ('AUX', 171), ('PRON', 160), ('ADJ', 150), ('ADV', 79), ('CCONJ', 58), ('PART', 51), ('SCONJ', 51), ('PROPN', 24), ('NUM', 11)]",0.03532008830022075,0.24900662251655628,Madison
2302,"[('the', 185), (',', 139), ('of', 124), ('to', 78), ('.', 55), ('be', 52), ('and', 48), ('a', 48), ('that', 32), ('in', 30), ('which', 29), ('is', 25), ('number', 20), ('will', 20), ('or', 20), ('for', 18), ('not', 18), ('it', 17), ('at', 17), ('representatives', 16)]","[('the', 185), ('of', 124), ('to', 78), ('be', 52), ('and', 48), ('a', 48), ('that', 32), ('in', 30), ('which', 29), ('is', 25), ('number', 20), ('will', 20), ('or', 20), ('for', 18), ('not', 18), ('it', 17), ('at', 17), ('representatives', 16), ('they', 16), ('their', 16)]","[('number', 20), ('representatives', 16), ('time', 10), ('people', 9), ('states', 8), ('years', 8), ('state', 7), ('members', 7), ('federal', 6), ('numerous', 6), ('thousand', 6), ('house', 5), ('constitution', 5), ('public', 5), ('constituents', 5), ('proportion', 5), ('ought', 5), ('legislature', 4), ('character', 4), ('circumstances', 4)]","[('of the', 39), (', and', 20), ('to be', 17), ('the number', 15), ('to the', 14), ('number of', 12), (', the', 12), ('of representatives', 10), ('is to', 10), (', that', 10), ('that the', 10), ('the people', 9), ('in the', 9), ('by the', 9), ('. the', 9), ('will be', 8), ('may be', 7), ('the state', 6), (', in', 6), ('and the', 6)]","[('of the', 39), ('to be', 17), ('the number', 15), ('to the', 14), ('number of', 12), ('of representatives', 10), ('is to', 10), ('that the', 10), ('the people', 9), ('in the', 9), ('by the', 9), ('will be', 8), ('may be', 7), ('the state', 6), ('and the', 6), ('from the', 6), ('the federal', 5), ('of their', 5), ('for a', 5), ('the other', 5)]","[('number representatives', 6), ('house representatives', 4), ('rhode island', 3), ('state legislatures', 3), ('united states', 3), ('unable conceive', 3), ('number house', 2), ('new york', 2), ('federal legislature', 2), ('small number', 2), ('class citizens', 2), ('members congress', 2), ('years census', 2), ('thirty thousand', 2), ('people america', 2), ('sixtyfive men', 2), ('foreign gold', 2), ('55 total', 1), ('total number', 1), ('representatives independent', 1)]",77,"[('NOUN', 382), ('ADP', 317), ('DET', 277), ('PUNCT', 228), ('AUX', 183), ('ADJ', 182), ('SPACE', 181), ('VERB', 181), ('PRON', 148), ('ADV', 84), ('CCONJ', 78), ('NUM', 71), ('PROPN', 60), ('PART', 60), ('SCONJ', 51)]",0.03344917463075586,0.28192875760208513,Madison
